content,date,likeCount,media,outlinks,quoteCount,quotedTweet,replyCount,retweetCount,retweetedTweet,url,id,conversationId
"One of my favorite parts of directing is the prep phase: writing a treatment, a shot list, &amp; working with an animator to storyboard it out ahead of time. Thanks to illustrator Vincent Lucido we check off shots as we go. See before &amp; after the willow video: https://t.co/Djf9bNT1Qs https://t.co/GZG80aZtVt",2020-12-15 19:01:06,123988,1,1,980,0,3241,10415,0,https://twitter.com/taylorswift13/status/1338922045195886594,1338922045195886594,1338922045195886594
OMG folklore and evermore 😍 https://t.co/h0ijzmot8h https://t.co/sVNOBkf74t,2020-12-15 14:32:50,146461,1,1,2947,1,6660,11791,0,https://twitter.com/taylorswift13/status/1338854535217950720,1338854535217950720,1338854535217950720
"Witches be like “Sometimes I just want to listen to music while pining away/sulking/staring out a window.” It’s me. I’m witches. Never fear, the “willow lonely witch remix” is here. 🔮 https://t.co/bJwRyvIOeM https://t.co/NtpYsohJds",2020-12-15 05:32:42,182336,1,1,4183,0,5580,17837,0,https://twitter.com/taylorswift13/status/1338718606885064705,1338718606885064705,1338718606885064705
@rainnwilson https://t.co/2mvssgh2yW,2020-12-14 21:31:31,50214,1,0,1182,0,1449,2211,0,https://twitter.com/taylorswift13/status/1338597511766929412,1338597511766929412,1338544048643174400
https://t.co/3rEochZXRl https://t.co/kht0GAen9M,2020-12-14 16:53:46,161435,1,1,2243,1,6339,9258,0,https://twitter.com/taylorswift13/status/1338527612356923393,1338527612356923393,1338527612356923393
"This is such a thoughtful tribute, not only to the song “Marjorie”, but to Marjorie herself. Thank you so much @robsheff 🥲 https://t.co/1Rb6Y2wUWO",2020-12-14 14:36:35,115750,0,1,1058,1,4387,8624,0,https://twitter.com/taylorswift13/status/1338493091418935297,1338493091418935297,1338493091418935297
"@AbbyWambach Just saw this and GRINNED!! Tell Tish hi and thanks for remembering my birthday!! You, my friend, are a champion in every way. And Glennon’s writing has been a huge help to me this year, what a luminary she is.🙏 Sending my love to your family!!",2020-12-14 14:23:57,18283,0,0,453,0,862,1251,0,https://twitter.com/taylorswift13/status/1338489912270725121,1338489912270725121,1338147339568115713
"@halsey Me reading this tweet, ilysm https://t.co/0KcoeXd7rV",2020-12-14 02:30:46,81284,1,0,1810,0,3794,5020,0,https://twitter.com/taylorswift13/status/1338310433598533632,1338310433598533632,1338248405089353728
"Not to be all ‘iTs mY BiRtHdAY &amp; I jUsT wAnNa DaNcE’ but... it is and I do. So here’s the willow dancing witch version, remixed by Elvira, a bad ass female producer I really respect 💪💃 https://t.co/RoTpC5w2de https://t.co/NkrTlqbSqZ",2020-12-13 13:04:51,251991,1,1,8418,0,18259,26931,0,https://twitter.com/taylorswift13/status/1338107617273634816,1338107617273634816,1338107617273634816
Speechless over this. 🙏🙏🙏 Thank you @variety https://t.co/AC08Y8g8SP,2020-12-12 21:48:41,140996,0,1,1285,1,5500,8730,0,https://twitter.com/taylorswift13/status/1337877056181456899,1337877056181456899,1337877056181456899
"This review turned me into an actual weeping willow, thank you @rollingstone 🍂♥️🍁 https://t.co/f1WcdPYZ8E",2020-12-11 18:40:51,136347,0,1,850,1,4449,9629,0,https://twitter.com/taylorswift13/status/1337467398820163587,1337467398820163587,1337467398820163587
"@yelyahwilliams This made my heart race/double in size/turn into a confetti cloud of petals, thank you so much. You’re incredible. And this was so nice to read 🥺🥰",2020-12-11 18:26:58,60610,0,0,2859,0,2404,4588,0,https://twitter.com/taylorswift13/status/1337463904566456320,1337463904566456320,1337405872402788356
"@Mattberninger @aaron_dessner @TheNational Might print that out and hang it on my ‘most charming tweets’ wall. I’m a @TheNational mega fan, I have all the merch, and making music with you is an absolute THRILL. Thanks a million 🎡🎢🎠",2020-12-11 06:20:36,17469,0,0,241,0,705,1478,0,https://twitter.com/taylorswift13/status/1337281109315489794,1337281109315489794,1337271310645227521
"Get 2 bonus tracks “right where you left me” + “it’s time to go” on the physical deluxe edition of evermore. There’s also an exclusive, digital booklet that comes with all digital downloads of the album including some super cool WOODSY PICS! https://t.co/QYMUTL0IAj https://t.co/Acf5Xa2iTp",2020-12-11 05:15:39,141743,1,1,2025,0,2701,15178,0,https://twitter.com/taylorswift13/status/1337264763924049922,1337264763924049922,1337264763924049922
life was a willow and it bent right to your wind. The #willowMusicVideo is out now! https://t.co/HLEnRDk21i  📷: Max Wanger https://t.co/YP1cmnrii1,2020-12-11 05:13:05,197861,1,1,7045,0,4250,29644,0,https://twitter.com/taylorswift13/status/1337264119536291840,1337264119536291840,1337264119536291840
"I have no idea what will come next. I have no idea about a lot of things these days and so I’ve clung to the one thing that keeps me connected to you all. That thing always has and always will be music. And may it continue, evermore. evermore is out now: https://t.co/QYMUTL0IAj https://t.co/tlSmahDkBi",2020-12-11 05:09:40,424044,1,1,14524,0,14692,62562,0,https://twitter.com/taylorswift13/status/1337263259469164545,1337263259469164545,1337263259469164545
The #willowMusicVideo premieres in 1 hour! About to answer some questions in the premiere page chat so follow me there: https://t.co/HLEnRDk21i https://t.co/llb1iL2bQl,2020-12-11 04:00:56,128840,1,1,3767,0,4614,14496,0,https://twitter.com/taylorswift13/status/1337245958787244033,1337245958787244033,1337245958787244033
I’ll see you guys in the YouTube premiere page chat before midnight to answer some questions 🧙‍♀️,2020-12-10 13:13:58,108902,0,0,1851,0,1812,7210,0,https://twitter.com/taylorswift13/status/1337022746824499203,1337022746824499203,1337022742646972418
"...editor Chancler Haynes, set designers Ethan Tobman and Regina Fernandez and visual effects geniuses Grant Miller and David Lebensfeld. Thank you to our medical inspector who made sure every precaution was taken for our safety.",2020-12-10 13:13:57,92007,0,0,80,0,247,5766,0,https://twitter.com/taylorswift13/status/1337022745914306561,1337022745914306561,1337022742646972418
"I’m forever grateful to the following creatives who have helped and guided me to be able to direct my own videos: Cinematographer Rodrigo Prieto, producer Jil Hardin, 1st AD Joe ‘Oz’ Osbourne, Co-1st AD Ev Salomon, Exec Producer Rebecca Skinner…",2020-12-10 13:13:57,54330,0,0,154,0,170,4146,0,https://twitter.com/taylorswift13/status/1337022745025110017,1337022745025110017,1337022742646972418
"Tonight the story continues, as the music video for “willow” drops at midnight eastern. https://t.co/T3o0nsANpY",2020-12-10 13:13:57,447217,1,0,35977,0,10070,58504,0,https://twitter.com/taylorswift13/status/1337022742646972418,1337022742646972418,1337022742646972418
"All *digital downloads* of the album will include an exclusive, digital booklet with 16 brand new photos. You can pre-order evermore now at https://t.co/QYMUTL0IAj",2020-12-10 13:10:38,97809,0,1,553,0,456,6703,0,https://twitter.com/taylorswift13/status/1337021907464499204,1337021907464499204,1337021903417044992
"There are 15 tracks on the standard edition of evermore, but the deluxe physical edition will include two bonus tracks - “right where you left me” and “it’s time to go” ⌛️",2020-12-10 13:10:37,130530,0,0,1800,0,424,8804,0,https://twitter.com/taylorswift13/status/1337021906583769091,1337021906583769091,1337021903417044992
"I also know this holiday season will be a lonely one for most of us and if there are any of you out there who turn to music to cope with missing loved ones the way I do, this is for you.",2020-12-10 13:10:37,101732,0,0,5652,0,806,8762,0,https://twitter.com/taylorswift13/status/1337021905728118786,1337021905728118786,1337021903417044992
"Ever since I was 13, I’ve been excited about turning 31 because it’s my lucky number backwards, which is why I wanted to surprise you with this now. You’ve all been so caring, supportive and thoughtful on my birthdays and so this time I thought I would give you something! https://t.co/wATiVSTpuV",2020-12-10 13:10:37,520311,1,0,86905,0,12411,86677,0,https://twitter.com/taylorswift13/status/1337021903417044992,1337021903417044992,1337021903417044992
"And I loved creating these songs with Aaron Dessner, Jack Antonoff, WB, and Justin Vernon. We’ve also welcomed some new (and longtime) friends to our musical kitchen table this time around...",2020-12-10 13:04:24,136444,0,0,2644,0,948,8899,0,https://twitter.com/taylorswift13/status/1337020338916499463,1337020338916499463,1337020334122397697
I loved the escapism I found in these imaginary/not imaginary tales. I loved the ways you welcomed the dreamscapes and tragedies and epic tales of love lost and found into your lives. So I just kept writing them.,2020-12-10 13:04:23,144235,0,0,1656,0,388,10906,0,https://twitter.com/taylorswift13/status/1337020337926647812,1337020337926647812,1337020334122397697
"I’ve never done this before. In the past I’ve always treated albums as one-off eras and moved onto planning the next one after an album was released. There was something different with folklore. In making it, I felt less like I was departing and more like I was returning.",2020-12-10 13:04:23,134468,0,0,1487,0,347,10166,0,https://twitter.com/taylorswift13/status/1337020337091964928,1337020337091964928,1337020334122397697
"To put it plainly, we just couldn’t stop writing songs. To try and put it more poetically, it feels like we were standing on the edge of the folklorian woods and had a choice: to turn and go back or to travel further into the forest of this music. We chose to wander deeper in.",2020-12-10 13:04:23,140669,0,0,2892,0,512,11083,0,https://twitter.com/taylorswift13/status/1337020336190185472,1337020336190185472,1337020334122397697
"I’m elated to tell you that my 9th studio album, and folklore’s sister record, will be out tonight at midnight eastern. It’s called evermore.  📷: Beth Garrabrant https://t.co/xdej7AzJRW",2020-12-10 13:04:22,664721,1,0,154107,0,27374,116322,0,https://twitter.com/taylorswift13/status/1337020334122397697,1337020334122397697,1337020334122397697
Over here in folkloreland we feel great about it. Thanks @latimes!🌲🌲🌲🌲🌲🌲🌲🌲🌲 https://t.co/YcCMv2zcaZ,2020-12-09 20:08:36,90471,0,1,3329,1,3858,6569,0,https://twitter.com/taylorswift13/status/1336764704488902656,1336764704488902656,1336764704488902656
Got to do this shoot with my folklore co-conspirator Beth Garrabrant &amp; talk to @AlexJSuskind for @EW. Thank you to @StellaMcCartney for the lewks. Mr. Horse told me personally he was stoked knowing no animals were harmed in the making of Stella’s clothes🐴 https://t.co/aKTa5SQC4c https://t.co/N7NT6HZ6MU,2020-12-08 17:34:36,143119,1,1,6284,0,9194,19567,0,https://twitter.com/taylorswift13/status/1336363561795395593,1336363561795395593,1336363561795395593
"@_DionneWarwick I just saw that you tweeted me!! I’m a huge fan and I respect you so much, thank you for wishing me well. I hope you have a wonderful holiday season, thank you for spreading joy 💕🥰🙏",2020-12-06 16:13:22,30563,0,0,1162,0,2567,2630,0,https://twitter.com/taylorswift13/status/1335618344737705992,1335618344737705992,1334586036551184384
*cries in cottagecore* *screams in soft lullabies* *throws self to the base of a willow tree by a reflection pool at midnight* Thanks @rollingstone 🥺🥰🙏 https://t.co/gLDp7yUUtp,2020-12-04 20:48:32,154017,0,1,6969,1,9713,16166,0,https://twitter.com/taylorswift13/status/1334962815979941890,1334962815979941890,1334962815979941890
"It’s the 13 on the dice for me 💁🏼‍♀️🎲 Thanks Spotify, this is cute cute CUTE. I also thought I’d mention that @jackantonoff lovingly refers to people who like the song august as ‘august heads’. It felt relevant here. https://t.co/7qQFJmQdLe",2020-12-03 14:49:09,155481,0,1,4868,1,9178,17116,0,https://twitter.com/taylorswift13/status/1334509984688840715,1334509984688840715,1334509984688840715
"Okay so while my new re-records are NOT done, my friend @VancityReynolds asked me if he could use a snippet of one for a LOLsome commercial he wrote so...here’s a sneak peak of Love Story! Working hard to get the music to you soon!! https://t.co/0vBFXxaRXR",2020-12-02 14:38:04,300034,0,1,26019,1,17222,44515,0,https://twitter.com/taylorswift13/status/1334144808693223425,1334144808693223425,1334144808693223425
retweet 4ever https://t.co/VTumknIbGC,2020-11-27 19:51:20,193049,0,1,4074,1,9423,25068,0,https://twitter.com/taylorswift13/status/1332411708208508930,1332411708208508930,1332411708208508930
@amitoowell131 I’m so happy you liked it. I miss you guys terribly and am gonna keep trying to find ways to keep us connected during these times. I promise. #folkloreOnDisneyPlus,2020-11-26 00:46:34,30311,0,0,2973,0,2592,3263,0,https://twitter.com/taylorswift13/status/1331761226699960322,1331761226699960322,1331761062488797184
"@sheroseslowly Confirmed: the woman was, in fact, mad. 😂 #folkloreOnDisneyPlus",2020-11-26 00:11:19,16787,0,0,348,0,835,1524,0,https://twitter.com/taylorswift13/status/1331752358020308994,1331752358020308994,1331751765054636032
"@stateofarabella @taylornation13 ah yes, the FolkGLARE. 😈 #folkloreOnDisneyPlus",2020-11-26 00:09:00,12835,0,0,422,0,595,1048,0,https://twitter.com/taylorswift13/status/1331751773921562625,1331751773921562625,1331751576805863424
@adrienchanted Yeah that one scalds. Like why is it so sad?? I remember finishing that bridge and thinking it was like level 7 sad. But. It’s a 13. #folkloreOnDisneyPlus,2020-11-26 00:03:47,17063,0,0,587,0,849,1511,0,https://twitter.com/taylorswift13/status/1331750462958284806,1331750462958284806,1331750285048500228
@LydsEpp @taylornation13 It really slipped away into a moment of time didn’t it. ☀️ #folkloreOnDisneyPlus,2020-11-25 23:58:42,11551,0,0,138,0,486,900,0,https://twitter.com/taylorswift13/status/1331749183074619393,1331749183074619393,1331746950157381633
@luvyoutosaturn @taylornation13 @cinnamn13 Wowwwwww thank you so much. I’m so glad you like that one. #folkloreOnDisneyPlus,2020-11-25 23:57:58,11527,0,0,120,0,561,853,0,https://twitter.com/taylorswift13/status/1331748997124534274,1331748997124534274,1331746950157381633
"@elincomprendid @taylornation13 Yeah, talking to Jack about life is one of my all time favorite hobbies. He’s always curious, always wondering how to keep learning and growing. He’s the best 😆 #folkloreOnDisneyPlus",2020-11-25 23:40:31,13595,0,0,374,0,756,1155,0,https://twitter.com/taylorswift13/status/1331744604891344896,1331744604891344896,1331744282877841408
@thinkzakkIknows @taylornation13 I take that as the highest compliment in existence. 😭😭😭🥺🥺🥺 #folkloreOnDisneyPlus,2020-11-25 23:28:37,14564,0,0,561,0,1209,1218,0,https://twitter.com/taylorswift13/status/1331741612402237443,1331741612402237443,1331741245346095108
"@tayismyfalsegod @taylornation13 Thank you so much, I’m glad. Folklore is partly personal, partly fictional so I wanted there to be some time for everyone to assign it to their own experiences before I really weighed in about mine. Ya know? #folkloreOnDisneyPlus",2020-11-25 23:23:19,18461,0,0,813,0,1232,1886,0,https://twitter.com/taylorswift13/status/1331740277665656834,1331740277665656834,1331738732660187138
folklore: the long pond studio sessions (from the Disney+ special) deluxe edition album is out everywhere now! https://t.co/BuIIVbMy71 https://t.co/2XXhTNwpyZ,2020-11-25 14:15:41,144137,1,1,3158,0,4980,16881,0,https://twitter.com/taylorswift13/status/1331602461010894850,1331602461010894850,1331602461010894850
folklore: the long pond studio sessions is out now on @disneyplus! #folkloreOnDisneyPlus  Starring:  #AaronDessner  #JackAntonoff #BonIver  https://t.co/QwS6I9IJTS https://t.co/ZHmJhGhHvI,2020-11-25 08:12:00,117085,1,1,4592,0,3858,18172,0,https://twitter.com/taylorswift13/status/1331510937812168704,1331510937812168704,1331510937812168704
ask us how our days been https://t.co/zQDydAyCtE,2020-11-25 00:07:39,281455,1,0,9288,0,13145,25818,0,https://twitter.com/taylorswift13/status/1331389046065684483,1331389046065684483,1331389046065684483
Well it’s 11/24 and 24-11=13 so I’ve got an announcement 🤓 You haven’t seen this film before ✨ folklore: the long pond studio sessions will be out tonight at midnight PST on @DisneyPlus! #folkloreOnDisneyPlus https://t.co/BTWSRM0yaI,2020-11-24 13:15:30,275375,1,0,55804,0,18172,52459,0,https://twitter.com/taylorswift13/status/1331224929233227777,1331224929233227777,1331224929233227777
not a lot going on at the moment https://t.co/54uGPH1ysF,2020-11-22 18:15:05,437016,1,0,47406,0,26161,42999,0,https://twitter.com/taylorswift13/status/1330575546208686080,1330575546208686080,1330575546208686080
Been getting a lot of questions about the recent sale of my old masters. I hope this clears things up. https://t.co/sscKXp2ibD,2020-11-16 22:55:51,396322,1,0,38751,0,23003,65828,0,https://twitter.com/taylorswift13/status/1328471874318311425,1328471874318311425,1328471874318311425
https://t.co/BrTBvXb08b https://t.co/nXKdykG7eG,2020-11-02 19:30:18,265398,1,1,9869,0,10962,39641,0,https://twitter.com/taylorswift13/status/1323346718189080576,1323346718189080576,1323346718189080576
Stunning and important. So much love and respect for @boniver https://t.co/rmz8gx90KI,2020-10-19 21:05:42,81939,0,1,1196,1,5793,7338,0,https://twitter.com/taylorswift13/status/1318297296254226435,1318297296254226435,1318297296254226435
"Along with the signed cd, some lucky purchasers of these items may even receive complimentary cat hair stuck inside the pages. Or the aromatic scent of white wine I occasionally spill while signing. #Caturday https://t.co/zSHpnhCKmB https://t.co/LkasmuV83Y",2020-10-17 15:01:59,166000,1,1,5778,0,9655,18185,0,https://twitter.com/taylorswift13/status/1317480984862879749,1317480984862879749,1317480984862879749
I spoke to @vmagazine about why I’ll be voting for Joe Biden for president. So apt that it’s come out on the night of the VP debate. Gonna be watching and supporting @KamalaHarris by yelling at the tv a lot. And I also have custom cookies 🍪💪😘   📷 @inezandvinoodh https://t.co/DByvIgKocr,2020-10-07 20:23:44,370404,1,0,10473,0,16052,55142,0,https://twitter.com/taylorswift13/status/1313938080290803715,1313938080290803715,1313938080290803715
WELL this took my breath away and I’m honored to hear Cardigan intertwined with the wonderful @AvrilLavigne’s masterpiece ‘I’m with you’. Bravo and thanks @yungblud!! 👏👏🙏🙏 https://t.co/uN69AADh4f,2020-09-29 19:55:49,149459,0,1,2997,1,6561,18760,0,https://twitter.com/taylorswift13/status/1311031952544235527,1311031952544235527,1311031952544235527
Yeah I showed up at your party...then made a thematic album chapter about it 😄 https://t.co/kW25zqtOqe https://t.co/1M6gwWN7bO,2020-09-21 04:11:21,228718,1,1,3336,0,6714,24507,0,https://twitter.com/taylorswift13/status/1307895164174823424,1307895164174823424,1307895164174823424
Guys I don’t know anything but I know I miss youuuuu. So watch the @ACMawards for my performance of ‘Betty’ 🙂 https://t.co/20yUFLYG8B,2020-09-16 01:37:12,173918,1,0,4836,0,10197,23896,0,https://twitter.com/taylorswift13/status/1306044431850770432,1306044431850770432,1306044431850770432
Bout to show up at your party @ACMawards 😺 https://t.co/ekNJfv4hci,2020-09-13 17:58:32,165679,1,0,12234,0,10443,27280,0,https://twitter.com/taylorswift13/status/1305204230060494849,1305204230060494849,1305204230060494849
@VancityReynolds @jessetyler @blakelively not trying to be The Loudest Woman This Town Has Ever Seen™️ but... I LOVE THIS,2020-09-12 20:32:01,86036,0,0,2824,0,3806,8293,0,https://twitter.com/taylorswift13/status/1304880467825627138,1304880467825627138,1304476718887960583
The third album theme I put together is called “folklore: the saltbox house chapter” 🌾  Listen here: https://t.co/YmqMGWYdY9 https://t.co/2g9ZYuALG2,2020-08-27 04:05:03,141719,1,1,1871,0,5180,16674,0,https://twitter.com/taylorswift13/status/1298833883350413313,1298833883350413313,1298833883350413313
@vitoriamariox Vitoria!! Your video just made my day. You worked so hard to get those incredible grades and it was an honor to have some part in your journey. Let’s find a way to meet when it’s safe to! So proud of you 💕,2020-08-26 16:13:43,34362,0,0,1940,0,1998,4023,0,https://twitter.com/taylorswift13/status/1298654867968479232,1298654867968479232,1298611823055265792
The next thematic composition that I put together from the album is out now 🌙 Listen to “folklore: the sleepless nights chapter” here: https://t.co/QFbi6rH5JJ https://t.co/X62Gb3KkjQ,2020-08-24 04:12:05,143696,1,1,2232,0,4477,19153,0,https://twitter.com/taylorswift13/status/1297748490647490560,1297748490647490560,1297748490647490560
folklore deluxe edition featuring bonus song “the lakes” is now available to stream/download 🌊 https://t.co/OTi6HJH2ir  📷: Beth Garrabrant https://t.co/C65Ekj31sU,2020-08-18 13:13:48,139984,1,1,2327,0,5210,19842,0,https://twitter.com/taylorswift13/status/1295710489318760449,1295710489318760449,1295710489318760449
Donald Trump’s ineffective leadership gravely worsened the crisis that we are in and he is now taking advantage of it to subvert and destroy our right to vote and vote safely. Request a ballot early. Vote early.,2020-08-15 17:20:37,352027,0,0,3369,0,11941,59345,0,https://twitter.com/taylorswift13/status/1294685438528159749,1294685438528159749,1294685437362155522
Trump’s calculated dismantling of USPS proves one thing clearly: He is WELL AWARE that we do not want him as our president. He’s chosen to blatantly cheat and put millions of Americans’ lives at risk in an effort to hold on to power.,2020-08-15 17:20:37,693641,0,0,16573,0,53154,138659,0,https://twitter.com/taylorswift13/status/1294685437362155522,1294685437362155522,1294685437362155522
YES https://t.co/FuxljfhgZP,2020-08-11 23:23:49,225277,0,1,5902,1,7392,18236,0,https://twitter.com/taylorswift13/status/1293327291850907648,1293327291850907648,1293327291850907648
@jpcleds WOW this is incredible!! Thank you so much for making this. 🎂 I also saw your Instagram and your art is phenomenal!👏👏👏😘😘😘,2020-08-03 23:37:19,41343,0,0,1346,0,1318,3045,0,https://twitter.com/taylorswift13/status/1290431583414095873,1290431583414095873,1290341167452712960
https://t.co/frGE46P5vD https://t.co/xz1AqHMWWN,2020-08-03 18:03:06,261035,1,1,4683,1,17509,37508,0,https://twitter.com/taylorswift13/status/1290347477418336259,1290347477418336259,1290347477418336259
@thechicks https://t.co/uaNE7N2N7x,2020-07-30 23:27:37,20613,1,0,291,0,944,1399,0,https://twitter.com/taylorswift13/status/1288979593379143680,1288979593379143680,1288966743000457216
@seeitinmymind Welcome back from your trip! We are all somber woodland fairies now. Feel free to grab a wicker basket and join us! 🧚‍♀️ 🧚‍♂️😄,2020-07-30 21:57:26,67466,0,0,3346,0,3686,6304,0,https://twitter.com/taylorswift13/status/1288956898495139840,1288956898495139840,1288859474992812033
"@AmiraRasool Amira, I admire the work you’re doing and I’m happy to make a contribution to your company and to support the Black in Fashion Council (launching on 8/3) with a donation 💗@thefolklore @amirarasool @bifcglobal  #blackinfashioncouncil",2020-07-30 16:05:52,18324,0,0,602,0,941,2298,0,https://twitter.com/taylorswift13/status/1288868421539700736,1288868421539700736,1288127763484774402
The video for cardigan “cabin in candlelight” version is out now using new behind-the-scenes footage from the album photoshoot. You can watch it here: https://t.co/rsSvCRO6P3 https://t.co/7lAbxpLybG,2020-07-30 04:14:34,123917,1,1,1415,0,3721,19332,0,https://twitter.com/taylorswift13/status/1288689416639254529,1288689416639254529,1288689416639254529
cardigan “cabin in candlelight” version is out now 🕯https://t.co/pBbcZW4kqc https://t.co/pxzIfLi0OQ,2020-07-30 04:06:06,160607,1,1,2188,0,4036,19979,0,https://twitter.com/taylorswift13/status/1288687288046714880,1288687288046714880,1288687288046714880
@kenziecoffman When I tell you I nearly choked on my wine laughing at this 😂😂😂😂,2020-07-30 03:43:56,34196,0,0,1200,0,1671,3298,0,https://twitter.com/taylorswift13/status/1288681710159306753,1288681710159306753,1288218387231805442
Thank you for keeping the secret til now 🙏🙏😂😂 https://t.co/r6ny2yasMw,2020-07-29 23:56:17,337014,0,1,1764,1,5193,29212,0,https://twitter.com/taylorswift13/status/1288624417187270658,1288624417187270658,1288624417187270658
@maisiehpeters My ears have been blessed on this fine Tuesday 🙏🙏🙏,2020-07-28 16:55:09,23468,0,0,430,0,1326,1959,0,https://twitter.com/taylorswift13/status/1288156047660679169,1288156047660679169,1287876519973416960
"The limited edition “cardigan” single collection is available now, which has the original voice memo I sent Aaron for the song on April 27, 2020 (alternate lyrics included.) The song + voice memo are available on 7” &amp; 12” vinyl editions and CD through 7/30 https://t.co/zSHpnhUlLb https://t.co/uPiK0cZP4i",2020-07-28 04:11:10,151937,1,1,2460,0,4547,18566,0,https://twitter.com/taylorswift13/status/1287963786842968065,1287963786842968065,1287963786842968065
@joshvisser Omg did you just call me “daddy”,2020-07-24 22:34:12,95302,0,0,10833,0,5474,20677,0,https://twitter.com/taylorswift13/status/1286791820668817412,1286791820668817412,1286770008916471808
@KaileySteward The whole album mood board was actually just ‘life of inner forest witch’ written in quill and ink on a scroll made of tree bark so this tracks,2020-07-24 21:55:10,29817,0,0,821,0,831,4257,0,https://twitter.com/taylorswift13/status/1286781998862917633,1286781998862917633,1286766282558275587
@stephenszczerba yep just trying to do my part over here 😷🕯😺,2020-07-24 21:53:03,32259,0,0,564,0,1148,3122,0,https://twitter.com/taylorswift13/status/1286781466945388544,1286781466945388544,1286749999590707201
"You can get the bonus song “the lakes” on the 8 deluxe CD editions, 8 deluxe vinyl editions, and the cassette edition of folklore that are available at https://t.co/zSHpnhUlLb 🌊   📷: Beth Garrabrant https://t.co/ZpecT2hLD0",2020-07-24 04:18:53,161935,1,1,1651,0,2373,22360,0,https://twitter.com/taylorswift13/status/1286516175627792385,1286516175627792385,1286516175627792385
"I knew you tried to change the ending, Peter losing Wendy. The #cardiganMusicVideo is out now.  https://t.co/Yu1UmTNnJI https://t.co/gDgNhkDUuq",2020-07-24 04:18:01,223892,1,1,4656,0,3932,43873,0,https://twitter.com/taylorswift13/status/1286515957033127936,1286515957033127936,1286515957033127936
"In isolation my imagination has run wild and this album is the result. I’ve told these stories to the best of my ability with all the love, wonder, and whimsy they deserve. Now it’s up to you to pass them down. folklore is out now: https://t.co/xdcEDfithq    📷: Beth Garrabrant https://t.co/vSDo9Se0fp",2020-07-24 04:08:29,535778,1,1,16799,0,16177,112507,0,https://twitter.com/taylorswift13/status/1286513561553047557,1286513561553047557,1286513561553047557
"Editor Chancler Haynes, special effects wizards David Lebensfeld &amp; Grant Miller and set designer Ethan Tobman. The entire shoot was overseen by a medical inspector, everyone wore masks, stayed away from each other, and I even did my own hair, makeup, and styling 😂",2020-07-23 12:12:58,115990,0,0,1101,0,1220,14312,0,https://twitter.com/taylorswift13/status/1286273095200845824,1286273095200845824,1286273092726267905
"The music video for “cardigan” will premiere tonight, which I wrote/directed. A million thank you’s to my brilliant, bad ass video team - Cinematographer Rodrigo Prieto, producer Jil Hardin, executive producer Rebecca Skinner, AD Joe ‘Oz’ Osbourne https://t.co/2hNXnzFbwY",2020-07-23 12:12:57,303231,1,0,14313,0,5773,58597,0,https://twitter.com/taylorswift13/status/1286273092726267905,1286273092726267905,1286273092726267905
"folklore will have 16 songs on the standard edition, but the physical deluxe editions will include a bonus track “the lakes.” Because this is my 8th studio album, I made 8 deluxe CDs &amp; 8 deluxe vinyls available for 1 week😄 Each has unique covers &amp; photos https://t.co/zSHpnhUlLb https://t.co/tG34e0MpgJ",2020-07-23 12:09:14,378387,1,1,36216,0,9110,83511,0,https://twitter.com/taylorswift13/status/1286272156607840264,1286272156607840264,1286272156607840264
"Surprise 🤗 Tonight at midnight I’ll be releasing my 8th studio album, folklore; an entire brand new album of songs I’ve poured all of my whims, dreams, fears, and musings into. Pre-order at https://t.co/zSHpnhUlLb https://t.co/4ZVGy4l23b",2020-07-23 12:01:12,774602,1,1,137638,0,33949,187903,0,https://twitter.com/taylorswift13/status/1286270136006184960,1286270136006184960,1286270136006184960
Love her!!  👏💕💐🥇🙏💕💐👏 https://t.co/fq8crQpbsh,2020-07-10 18:24:36,153624,0,1,2028,1,7441,11061,0,https://twitter.com/taylorswift13/status/1281655579929346052,1281655579929346052,1281655579929346052
Can’t wait to watch @Disclosure_Doc on @netflix today!! Executive produced by @Lavernecox who is extraordinary 💕💕💕 Who else is gonna watch?! https://t.co/tYnZXfYzk5,2020-06-19 17:09:36,71919,1,0,601,0,2906,7741,0,https://twitter.com/taylorswift13/status/1274026559062638592,1274026559062638592,1274026559062638592
"For my family, everything that has transpired recently gives us an opportunity to reflect, listen, and reprogram any part of our lives that hasn’t been loudly and ferociously anti-racist, and to never let privilege lie dormant when it could be used to stand up for what’s right.",2020-06-19 04:01:22,81525,0,0,471,0,938,7036,0,https://twitter.com/taylorswift13/status/1273828192663605250,1273828192663605250,1273828190251814913
"Personally, I’ve made the decision to give all of my employees June 19th off in honor of Freedom Day from now on, and to continue to educate myself on the history that brought us to this present moment.",2020-06-19 04:01:22,83720,0,0,388,0,692,6456,0,https://twitter.com/taylorswift13/status/1273828191627550720,1273828191627550720,1273828190251814913
"Happy Juneteenth! I want to thank @TheRoot and @RhapsoDani for allowing me to post this video about the significance of today, June 19th, and why it should be celebrated as a National holiday. https://t.co/7yjwh4Lddg",2020-06-19 04:01:21,105043,0,1,837,0,2146,16118,0,https://twitter.com/taylorswift13/status/1273828190251814913,1273828190251814913,1273828190251814913
